cause_id,acause,cause_name,cause_medium,cause_short,cause_description,cause_id_2010_gbd_round,start_date,end_date,date_inserted,inserted_by,last_updated,last_updated_by,last_updated_action
687,_inj,Injuries,Injuries,Injuries,NULL,262,"2010-01-01 00:00:00",NULL,"2010-01-01 00:00:00",unknown,"2016-05-20 10:39:41",elissat,UPDATE
688,inj_trans,"Transport injuries","Transport injuries","Trans Inj",NULL,263,"2010-01-01 00:00:00",NULL,"2010-01-01 00:00:00",unknown,"2016-05-20 10:39:41",elissat,UPDATE
689,inj_trans_road,"Road injuries","Road injuries","Road Inj",NULL,264,"2010-01-01 00:00:00",NULL,"2010-01-01 00:00:00",unknown,"2016-05-20 10:39:41",elissat,UPDATE
690,inj_trans_road_pedest,"Pedestrian road injuries","Pedestrian road inj",Pedest,NULL,265,"2010-01-01 00:00:00",NULL,"2010-01-01 00:00:00",unknown,"2016-05-20 10:39:41",elissat,UPDATE
691,inj_trans_road_pedal,"Cyclist road injuries","Cyclist road inj",Cyclist,NULL,266,"2010-01-01 00:00:00",NULL,"2010-01-01 00:00:00",unknown,"2016-05-20 10:39:41",elissat,UPDATE
692,inj_trans_road_2wheel,"Motorcyclist road injuries","Motorcyclist road inj","Mot Cyc",NULL,267,"2010-01-01 00:00:00",NULL,"2010-01-01 00:00:00",unknown,"2016-05-20 10:39:41",elissat,UPDATE
693,inj_trans_road_4wheel,"Motor vehicle road injuries","Motor vehicle road inj","Mot Veh",NULL,268,"2010-01-01 00:00:00",NULL,"2010-01-01 00:00:00",unknown,"2016-05-20 10:39:41",elissat,UPDATE
694,inj_trans_road_other,"Other road injuries","Other road inj","Oth Road",NULL,269,"2010-01-01 00:00:00",NULL,"2010-01-01 00:00:00",unknown,"2016-05-20 10:39:41",elissat,UPDATE
695,inj_trans_other,"Other transport injuries","Other transport inj","Oth Trans",NULL,270,"2010-01-01 00:00:00",NULL,"2010-01-01 00:00:00",unknown,"2016-05-20 10:39:41",elissat,UPDATE
696,_unintent,"Unintentional injuries","Unintentional inj","Unint Inj",NULL,271,"2010-01-01 00:00:00",NULL,"2010-01-01 00:00:00",unknown,"2016-05-20 10:39:41",elissat,UPDATE
697,inj_falls,Falls,Falls,Falls,NULL,272,"2010-01-01 00:00:00",NULL,"2010-01-01 00:00:00",unknown,"2016-05-20 10:39:41",elissat,UPDATE
698,inj_drowning,Drowning,Drowning,Drown,NULL,273,"2010-01-01 00:00:00",NULL,"2010-01-01 00:00:00",unknown,"2016-05-20 10:39:41",elissat,UPDATE
699,inj_fires,"Fire, heat, and hot substances","Fire & heat",Fire,NULL,274,"2010-01-01 00:00:00",NULL,"2010-01-01 00:00:00",unknown,"2016-05-20 10:39:41",elissat,UPDATE
700,inj_poisoning,Poisonings,Poisonings,Poison,NULL,275,"2010-01-01 00:00:00",NULL,"2010-01-01 00:00:00",unknown,"2016-05-20 10:39:41",elissat,UPDATE
701,inj_poisoning_gas,"Poisoning by carbon monoxide","Poisoning by carbon monoxide","Inj Pois CO",NULL,NULL,"2010-01-01 00:00:00",NULL,"2014-09-22 10:05:31",unknown,"2017-12-27 09:24:14",elissat,UPDATE
702,inj_poisoning_pesti,"Poisoning by pesticides","Poisoning by pesticides","Inj Pois Pesti",NULL,NULL,"2010-01-01 00:00:00",NULL,"2014-09-22 10:05:31",unknown,"2016-05-20 10:39:41",elissat,UPDATE
703,inj_poisoning_other,"Poisoning by other means","Poisoning by other means","Inj Pois Oth",NULL,NULL,"2010-01-01 00:00:00",NULL,"2014-09-22 10:05:31",unknown,"2016-05-20 10:39:41",elissat,UPDATE
704,inj_mech,"Exposure to mechanical forces","Mechanical forces",Mech,NULL,276,"2010-01-01 00:00:00",NULL,"2010-01-01 00:00:00",unknown,"2016-05-20 10:39:41",elissat,UPDATE
705,inj_mech_gun,"Unintentional firearm injuries","Unintentional firearm","Mech Gun",NULL,277,"2010-01-01 00:00:00",NULL,"2010-01-01 00:00:00",unknown,"2016-05-20 10:39:41",elissat,UPDATE
706,inj_mech_suffocate,"Unintentional suffocation","Unintentional suffocation","Mech Suff",NULL,NULL,"2013-01-01 00:00:00",NULL,"2013-01-01 00:00:00",unknown,"2016-05-20 10:39:41",elissat,UPDATE
707,inj_mech_other,"Other exposure to mechanical forces","Other mechanical forces","Oth Mech",NULL,278,"2010-01-01 00:00:00",NULL,"2010-01-01 00:00:00",unknown,"2016-05-20 10:39:41",elissat,UPDATE
708,inj_medical,"Adverse effects of medical treatment","Adverse medical treatment","Med Treat",NULL,279,"2010-01-01 00:00:00",NULL,"2010-01-01 00:00:00",unknown,"2016-05-20 10:39:41",elissat,UPDATE
709,inj_animal,"Animal contact","Animal contact",Animal,NULL,280,"2010-01-01 00:00:00",NULL,"2010-01-01 00:00:00",unknown,"2016-05-20 10:39:41",elissat,UPDATE
710,inj_animal_venom,"Venomous animal contact","Venomous animal",Venom,NULL,281,"2010-01-01 00:00:00",NULL,"2010-01-01 00:00:00",unknown,"2016-05-20 10:39:41",elissat,UPDATE
711,inj_animal_nonven,"Non-venomous animal contact","Non-venomous animal","Non Ven",NULL,282,"2010-01-01 00:00:00",NULL,"2010-01-01 00:00:00",unknown,"2016-05-20 10:39:41",elissat,UPDATE
712,inj_foreign,"Foreign body","Foreign body","F Body",NULL,NULL,"2013-01-01 00:00:00",NULL,"2013-01-01 00:00:00",unknown,"2016-05-20 10:39:41",elissat,UPDATE
713,inj_foreign_aspiration,"Pulmonary aspiration and foreign body in airway","Pulmonary aspiration","F Body Asp",NULL,NULL,"2013-01-01 00:00:00",NULL,"2013-01-01 00:00:00",unknown,"2016-05-20 10:39:41",elissat,UPDATE
714,inj_foreign_eye,"Foreign body in eyes","Foreign body in eye","F Body Eye",NULL,NULL,"2013-01-01 00:00:00",NULL,"2013-01-01 00:00:00",unknown,"2016-05-20 10:39:41",elissat,UPDATE
715,inj_foreign_other,"Foreign body in other body part","Other foreign body","Oth F Body",NULL,NULL,"2013-01-01 00:00:00",NULL,"2013-01-01 00:00:00",unknown,"2016-05-20 10:39:41",elissat,UPDATE
716,inj_othunintent,"Other unintentional injuries (internal)","Other unintentional","Oth Unint","Renamed per INF-5662 for GBD 2020 reporting",283,"2010-01-01 00:00:00",NULL,"2010-01-01 00:00:00",unknown,"2020-09-24 12:14:44",ferdid06,UPDATE
717,_intent,"Self-harm and interpersonal violence","Self-harm & violence","Self-harm & IPV",NULL,284,"2010-01-01 00:00:00",NULL,"2010-01-01 00:00:00",unknown,"2016-05-20 10:39:41",elissat,UPDATE
718,inj_suicide,Self-harm,Self-harm,"Self Harm",NULL,285,"2010-01-01 00:00:00",NULL,"2010-01-01 00:00:00",unknown,"2016-05-20 10:39:41",elissat,UPDATE
719,inj_suicide_hang,"Self-harm by hanging, strangulation, and suffocation","Self-harm by hanging","Self Hang",NULL,NULL,"2010-01-01 00:00:00",NULL,"2014-09-22 10:05:31",unknown,"2016-05-20 10:39:41",elissat,UPDATE
720,inj_suicide_fire,"Self-harm by fire, heat, and hot substances","Self-harm by heat","Self Fire",NULL,NULL,"2010-01-01 00:00:00",NULL,"2014-09-22 10:05:31",unknown,"2016-05-20 10:39:41",elissat,UPDATE
721,inj_suicide_firearm,"Self-harm by firearm","Self-harm by firearm","Self Fire",NULL,NULL,"2010-01-01 00:00:00",NULL,"2014-09-22 10:05:31",unknown,"2016-05-20 10:39:41",elissat,UPDATE
722,inj_suicide_pesti,"Self-harm by poisoning pesticides","Self-harm by pesticides","Self Pest",NULL,NULL,"2010-01-01 00:00:00",NULL,"2014-09-22 10:05:31",unknown,"2016-05-20 10:39:41",elissat,UPDATE
723,inj_suicide_other,"Self-harm by other specified means","Self-harm other means","Self Other",NULL,NULL,"2010-01-01 00:00:00",NULL,"2014-09-22 10:05:31",unknown,"2016-05-20 10:39:41",elissat,UPDATE
724,inj_homicide,"Interpersonal violence","Interpersonal violence",Violence,NULL,286,"2010-01-01 00:00:00",NULL,"2010-01-01 00:00:00",unknown,"2016-05-20 10:39:41",elissat,UPDATE
725,inj_homicide_gun,"Physical violence by firearm","Violence firearm","Viol Gun",NULL,287,"2010-01-01 00:00:00",NULL,"2010-01-01 00:00:00",unknown,"2016-10-19 07:38:07",elissat,UPDATE
726,inj_homicide_knife,"Physical violence by sharp object","Violence sharp object","Viol Knife",NULL,288,"2010-01-01 00:00:00",NULL,"2010-01-01 00:00:00",unknown,"2016-10-19 07:38:07",elissat,UPDATE
727,inj_homicide_other,"Physical violence by other means","Violence other means","Oth Viol",NULL,289,"2010-01-01 00:00:00",NULL,"2010-01-01 00:00:00",unknown,"2016-10-19 07:52:45",elissat,UPDATE
728,_shock,"Forces of nature, conflict and terrorism, and executions and police conflict","War & disaster",War+Disaster,NULL,290,"2010-01-01 00:00:00",NULL,"2010-01-01 00:00:00",unknown,"2017-05-02 13:28:46",elissat,UPDATE
729,inj_disaster,"Exposure to forces of nature","Nature disaster",Disaster,NULL,291,"2010-01-01 00:00:00",NULL,"2010-01-01 00:00:00",unknown,"2017-02-27 15:37:59",elissat,UPDATE
730,inj_war,"Collective violence and legal intervention","War & legal intervention",War,NULL,292,"2010-01-01 00:00:00",NULL,"2010-01-01 00:00:00",unknown,"2016-05-20 10:39:41",elissat,UPDATE
731,_exp,Expenditure-only,_exp,Expenditure-only,NULL,NULL,"2014-01-01 00:00:00",NULL,"2014-09-22 11:23:26",unknown,"2016-07-08 15:00:02",elissat,DELETE
740,_none,None,None,None,NULL,293,"2010-01-01 00:00:00",NULL,"2010-01-01 00:00:00",unknown,"2016-05-20 10:39:41",elissat,UPDATE
741,maternal_hiv,"Maternal deaths aggravated by HIV/AIDS","Maternal HIV","Mat HIV",NULL,NULL,"2013-01-01 00:00:00",NULL,"2013-01-01 00:00:00",unknown,"2016-05-20 10:39:41",elissat,UPDATE
742,gyne_candidiasis,"Genital candidiasis","Genital candidiasis",Candidiasis,NULL,NULL,"2010-01-01 00:00:00",NULL,"2014-09-22 10:05:31",unknown,"2016-05-20 10:39:41",elissat,UPDATE
743,_gc,"Garbage Code","Garbage code",Garbage,NULL,NULL,"2010-01-01 00:00:00",NULL,"2014-09-22 10:37:32",unknown,"2016-05-20 10:39:41",elissat,UPDATE
744,_sb,"Still Born","Still born","Still Born",NULL,NULL,"2010-01-01 00:00:00",NULL,"2014-09-22 10:37:32",unknown,"2016-05-20 10:39:41",elissat,UPDATE
745,_u,Unspecified,Unspecified,Unspecified,NULL,NULL,"2010-01-01 00:00:00",NULL,"2014-09-22 10:37:32",unknown,"2016-05-20 10:39:41",elissat,UPDATE
825,exp_well_adult,"Well adult care",exp_well_adult,exp_well_adult,NULL,NULL,"2014-01-01 00:00:00",NULL,"2014-09-22 11:27:47",unknown,"2016-07-08 15:00:09",elissat,DELETE
826,exp_well_child,"Well child care",exp_well_child,exp_well_child,NULL,NULL,"2014-01-01 00:00:00",NULL,"2014-09-22 11:27:47",unknown,"2016-07-08 15:00:11",elissat,DELETE
827,exp_well_pregnancy,"Well pregnancy care",exp_well_pregnancy,exp_well_pregnancy,NULL,NULL,"2014-01-01 00:00:00",NULL,"2014-09-22 11:27:47",unknown,"2016-07-08 15:00:13",elissat,DELETE
828,exp_family_planning,"Family planning services",exp_family_planning,exp_family_planning,NULL,NULL,"2014-01-01 00:00:00",NULL,"2014-09-22 11:27:47",unknown,"2016-07-08 15:00:14",elissat,DELETE
829,exp_clinical_support,"Clinicial support",exp_clinical_support,exp_clinical_support,NULL,NULL,"2014-01-01 00:00:00",NULL,"2014-09-22 11:27:47",unknown,"2016-07-08 15:00:16",elissat,DELETE
830,exp_dental,"Dental care",exp_dental,exp_dental,NULL,NULL,"2014-01-01 00:00:00",NULL,"2014-09-22 11:27:47",unknown,"2016-07-08 15:00:19",elissat,DELETE
831,exp_rehabilitation_services,"Rehabilitation services",exp_rehabilitation_services,exp_rehabilitation_services,NULL,NULL,"2014-01-01 00:00:00",NULL,"2014-09-22 11:27:47",unknown,"2016-07-08 15:00:20",elissat,DELETE
832,exp_donor,"Donor services",exp_donor,exp_donor,NULL,NULL,"2014-01-01 00:00:00",NULL,"2014-09-22 11:27:47",unknown,"2016-07-08 15:00:22",elissat,DELETE
833,exp_nonclinical_services,"Nonclinical service",exp_nonclinical_services,exp_nonclinical_services,NULL,NULL,"2014-01-01 00:00:00",NULL,"2014-09-22 11:27:47",unknown,"2016-07-08 15:00:26",elissat,DELETE
834,exp_counseling_services,"Counseling services",exp_counseling_services,exp_counseling_services,NULL,NULL,"2014-01-01 00:00:00",NULL,"2014-09-22 11:27:47",unknown,"2016-07-08 15:00:29",elissat,DELETE
835,exp_social_services,"Social services",exp_social_services,exp_social_services,NULL,NULL,"2014-01-01 00:00:00",NULL,"2014-09-22 11:27:47",unknown,"2016-07-08 15:00:32",elissat,DELETE
837,hemog_thalasstrait,"Thalassemias trait","Thalassemia trait","Thalass Trait",NULL,NULL,"2014-11-06 14:35:01",NULL,"2014-11-06 14:35:01",unknown,"2016-05-20 10:39:41",elissat,UPDATE
838,hemog_sickletrait,"Sickle cell trait","Sickle cell trait","Sickle Trait",NULL,NULL,"2014-11-06 14:44:09",NULL,"2014-11-06 14:44:09",unknown,"2016-05-20 10:39:41",elissat,UPDATE
839,hemog_g6pdtrait,"G6PD trait","G6PD trait","G6PD Trait",NULL,NULL,"2014-11-06 14:48:50",NULL,"2014-11-06 14:48:50",unknown,"2016-05-20 10:39:41",elissat,UPDATE
840,neo_leukemia_ll,"Lymphoid leukemia","Lymphoid leukemia","Leukemia LL",NULL,NULL,"2014-12-23 15:26:25",NULL,"2014-12-23 15:26:25",unknown,"2016-05-20 10:39:41",elissat,UPDATE
841,neo_leukemia_ml,"Myeloid leukemia","Myeloid leukemia","Leukemia ML",NULL,NULL,"2014-12-23 15:26:25",NULL,"2014-12-23 15:26:25",unknown,"2016-05-20 10:39:41",elissat,UPDATE
842,inj_non_disaster,"Environmental heat and cold exposure","Environ heat and cold","Heat + cold",NULL,NULL,"2014-12-23 15:26:25",NULL,"2014-12-23 15:26:25",unknown,"2016-05-20 10:39:41",elissat,UPDATE
843,ntd_ebola,Ebola,Ebola,Ebola,NULL,NULL,"2014-12-23 15:26:25",NULL,"2014-12-23 15:26:25",unknown,"2016-05-20 10:39:41",elissat,UPDATE
844,ntd_podo,Podoconiosis,Podoconiosis,Podo,NULL,NULL,"2014-12-23 15:26:25",NULL,"2014-12-23 15:26:25",unknown,"2016-05-20 10:39:41",elissat,UPDATE
845,neo_leukemia_ll_acute,"Acute lymphoid leukemia","Acute lymphoid leukemia",ALL,NULL,NULL,"2014-12-23 15:36:09",NULL,"2014-12-23 15:36:09",unknown,"2016-05-20 10:39:41",elissat,UPDATE
846,neo_leukemia_ll_chronic,"Chronic lymphoid leukemia","Chronic lymphoid leukemia",CLL,NULL,NULL,"2014-12-23 15:36:09",NULL,"2014-12-23 15:36:09",unknown,"2016-05-20 10:39:41",elissat,UPDATE
847,neo_leukemia_ml_acute,"Acute myeloid leukemia","Acute myeloid leukemia",AML,NULL,NULL,"2014-12-23 15:36:09",NULL,"2014-12-23 15:36:09",unknown,"2016-05-20 10:39:41",elissat,UPDATE
848,neo_leukemia_ml_chronic,"Chronic myeloid leukemia","Chronic myeloid leukemia",CML,NULL,NULL,"2014-12-23 15:36:09",NULL,"2014-12-23 15:36:09",unknown,"2016-05-20 10:39:41",elissat,UPDATE
849,neo_nmsc_scc,"Non-melanoma skin cancer (squamous-cell carcinoma)","Skin cancer SCC",SCC,NULL,NULL,"2014-12-28 23:18:29",NULL,"2014-12-28 23:18:29",unknown,"2016-05-20 10:39:41",elissat,UPDATE
850,neo_nmsc_bcc,"Non-melanoma skin cancer (basal-cell carcinoma)","Skin cancer BCC",BCC,NULL,NULL,"2014-12-28 23:18:29",NULL,"2014-12-28 23:18:29",unknown,"2016-05-20 10:39:41",elissat,UPDATE
851,inj_war_terrorism,Terrorism,Terrorism,Terrorism,NULL,NULL,"2015-01-15 13:33:40",NULL,"2015-01-15 13:33:40",unknown,"2016-05-20 10:39:41",elissat,UPDATE
854,inj_war_execution,"Police conflict and executions","Execution & police","Exec & Police",NULL,NULL,"2015-01-15 14:21:05",NULL,"2015-01-15 14:21:05",unknown,"2020-01-08 11:48:28",ferdid06,UPDATE
855,inj_war_war,"Military operations","Military operations","Military Op",NULL,NULL,"2015-01-15 14:23:00",NULL,"2015-01-15 14:23:00",unknown,"2016-05-20 10:39:41",elissat,UPDATE
856,malaria_falciparum,"Malaria falciparum","Malaria falc","Malaria F",NULL,NULL,"2015-01-23 15:29:09",NULL,"2015-01-23 15:29:09",unknown,"2016-05-20 10:39:41",elissat,UPDATE
857,malaria_vivax,"Malaria vivax","Malaria viv","Malaria V",NULL,NULL,"2015-01-23 15:29:55",NULL,"2015-01-23 15:29:55",unknown,"2016-05-20 10:39:41",elissat,UPDATE
858,malaria_other,"Other type and mix form of malaria","Other malaria","Oth Malaria",NULL,NULL,"2015-01-23 15:30:18",NULL,"2015-01-23 15:30:18",unknown,"2016-05-20 10:39:41",elissat,UPDATE
859,endo_cystic,"Cystic fibrosis","Cystic fibrosis","Cyst Fib",NULL,NULL,"2015-01-29 16:52:13",NULL,"2015-01-29 16:52:13",unknown,"2016-05-20 10:39:41",elissat,UPDATE
860,mor_septicemia,Septicemia,Septicemia,Septicemia,NULL,NULL,"2015-01-30 12:22:16",NULL,"2015-01-30 12:22:16",unknown,"2016-05-20 10:39:41",elissat,UPDATE
861,mor_chf,"Congestive heart failure","Cong heart failure","Cong HF",NULL,NULL,"2015-01-30 12:22:16",NULL,"2015-01-30 12:22:16",unknown,"2016-05-20 10:39:41",elissat,UPDATE
862,mor_fluid,"Fluid and electrolyte disorders","Fluid disorders",Fluid,NULL,NULL,"2015-01-30 12:22:16",NULL,"2015-01-30 12:22:16",unknown,"2017-06-28 15:13:05",elissat,UPDATE
863,mor_bp,Hypertension,Hypertension,Hypertension,NULL,NULL,"2015-01-30 12:22:16",NULL,"2015-01-30 12:22:16",unknown,"2016-05-20 10:39:41",elissat,UPDATE
864,mor_pephd,"Pulmonary embolism and pulmonary heart diseases","Pulmonary embolism",PEPHD,NULL,NULL,"2015-01-30 12:22:16",NULL,"2015-01-30 12:22:16",unknown,"2016-05-20 10:39:41",elissat,UPDATE
865,mor_stroke_un,"Unspecified stroke","Unspecified stroke","Un Stroke",NULL,NULL,"2015-01-30 12:22:16",NULL,"2015-01-30 12:22:16",unknown,"2016-05-20 10:39:41",elissat,UPDATE
866,mor_lri_un,"Unspecified lower respiratory infection","Unspecified LRI","Un LRI",NULL,NULL,"2015-01-30 12:22:16",NULL,"2015-01-30 12:22:16",unknown,"2016-05-20 10:39:41",elissat,UPDATE
867,mor_pneumonitis,Pneumonitis,Pneumonitis,Pneumon,NULL,NULL,"2015-01-30 12:22:16",NULL,"2015-01-30 12:22:16",unknown,"2016-05-20 10:39:41",elissat,UPDATE
868,N1,"Amputation of lower limbs, bilateral","Amputation lower limbs",N1,"N-codes moved to rei table; only kept in cause table for archival purposes",NULL,"2015-01-30 12:22:16",NULL,"2015-01-30 12:22:16",unknown,"2016-10-19 07:23:00",elissat,UPDATE
869,N10,"Lower airway burns","Lower airway burns",N10,"N-codes moved to rei table; only kept in cause table for archival purposes",NULL,"2015-01-30 12:22:16",NULL,"2015-01-30 12:22:16",unknown,"2016-10-19 07:23:00",elissat,UPDATE
870,N11,"Dislocation of hip","Dislocation hip",N11,"N-codes moved to rei table; only kept in cause table for archival purposes",NULL,"2015-01-30 12:22:16",NULL,"2015-01-30 12:22:16",unknown,"2016-10-19 07:23:00",elissat,UPDATE
871,N12,"Dislocation of knee","Dislocation knee",N12,"N-codes moved to rei table; only kept in cause table for archival purposes",NULL,"2015-01-30 12:22:16",NULL,"2015-01-30 12:22:16",unknown,"2016-10-19 07:23:00",elissat,UPDATE
872,N13,"Dislocation of shoulder","Dislocation shoulder",N13,"N-codes moved to rei table; only kept in cause table for archival purposes",NULL,"2015-01-30 12:22:16",NULL,"2015-01-30 12:22:16",unknown,"2016-10-19 07:23:00",elissat,UPDATE
873,N14,"Muscle and tendon injuries, including sprains and strains lesser dislocations","Muscle injuries",N14,"N-codes moved to rei table; only kept in cause table for archival purposes",NULL,"2015-01-30 12:22:16",NULL,"2015-01-30 12:22:16",unknown,"2016-10-19 07:23:00",elissat,UPDATE
874,N15,"Fracture of clavicle, scapula, or humerus","Fracture clavicle",N15,"N-codes moved to rei table; only kept in cause table for archival purposes",NULL,"2015-01-30 12:22:16",NULL,"2015-01-30 12:22:16",unknown,"2016-10-19 07:23:00",elissat,UPDATE
875,N16,"Fracture of face bones","Fracture face",N16,"N-codes moved to rei table; only kept in cause table for archival purposes",NULL,"2015-01-30 12:22:16",NULL,"2015-01-30 12:22:16",unknown,"2016-10-19 07:23:00",elissat,UPDATE
876,N17,"Fracture of foot bones except ankle","Fracture foot",N17,"N-codes moved to rei table; only kept in cause table for archival purposes",NULL,"2015-01-30 12:22:16",NULL,"2015-01-30 12:22:16",unknown,"2016-10-19 07:23:00",elissat,UPDATE
877,N18,"Fracture of hand (wrist and other distal part of hand)","Fracture hand",N18,"N-codes moved to rei table; only kept in cause table for archival purposes",NULL,"2015-01-30 12:22:16",NULL,"2015-01-30 12:22:16",unknown,"2016-10-19 07:23:00",elissat,UPDATE
878,N19,"Fracture of hip","Fracture hip",N19,"N-codes moved to rei table; only kept in cause table for archival purposes",NULL,"2015-01-30 12:22:16",NULL,"2015-01-30 12:22:16",unknown,"2016-10-19 07:23:00",elissat,UPDATE
879,N2,"Amputation of upper limbs, bilateral","Amputation upper limbs",N2,"N-codes moved to rei table; only kept in cause table for archival purposes",NULL,"2015-01-30 12:22:16",NULL,"2015-01-30 12:22:16",unknown,"2016-10-19 07:23:00",elissat,UPDATE
880,N20,"Fracture of patella, tibia or fibula, or ankle","Fracture patella",N20,"N-codes moved to rei table; only kept in cause table for archival purposes",NULL,"2015-01-30 12:22:16",NULL,"2015-01-30 12:22:16",unknown,"2016-10-19 07:23:00",elissat,UPDATE
881,N21,"Fracture of pelvis","Fracture pelvis",N21,"N-codes moved to rei table; only kept in cause table for archival purposes",NULL,"2015-01-30 12:22:16",NULL,"2015-01-30 12:22:16",unknown,"2016-10-19 07:23:00",elissat,UPDATE
882,N22,"Fracture of radius and/or ulna","Fracture radius ulna",N22,"N-codes moved to rei table; only kept in cause table for archival purposes",NULL,"2015-01-30 12:22:16",NULL,"2015-01-30 12:22:16",unknown,"2016-10-19 07:23:00",elissat,UPDATE
883,N23,"Fracture of skull","Fracture skull",N23,"N-codes moved to rei table; only kept in cause table for archival purposes",NULL,"2015-01-30 12:22:16",NULL,"2015-01-30 12:22:16",unknown,"2016-10-19 07:23:00",elissat,UPDATE
884,N24,"Fracture of sternum and/or fracture of one or more ribs","Fracture sternum ribs",N24,"N-codes moved to rei table; only kept in cause table for archival purposes",NULL,"2015-01-30 12:22:16",NULL,"2015-01-30 12:22:16",unknown,"2016-10-19 07:23:00",elissat,UPDATE
885,N25,"Fracture of vertebral column","Fracture vertebral",N25,"N-codes moved to rei table; only kept in cause table for archival purposes",NULL,"2015-01-30 12:22:16",NULL,"2015-01-30 12:22:16",unknown,"2016-10-19 07:23:00",elissat,UPDATE
886,N26,"Fracture of femur, other than femoral neck","Fracture femur",N26,"N-codes moved to rei table; only kept in cause table for archival purposes",NULL,"2015-01-30 12:22:16",NULL,"2015-01-30 12:22:16",unknown,"2016-10-19 07:23:00",elissat,UPDATE
887,N27,"Minor TBI","Minor TBI",N27,"N-codes moved to rei table; only kept in cause table for archival purposes",NULL,"2015-01-30 12:22:16",NULL,"2015-01-30 12:22:16",unknown,"2016-10-19 07:23:00",elissat,UPDATE
888,N28,"Moderate TBI","Moderate TBI",N28,"N-codes moved to rei table; only kept in cause table for archival purposes",NULL,"2015-01-30 12:22:16",NULL,"2015-01-30 12:22:16",unknown,"2016-10-19 07:23:00",elissat,UPDATE
889,N29,"Severe TBI","Severe TBI",N29,"N-codes moved to rei table; only kept in cause table for archival purposes",NULL,"2015-01-30 12:22:16",NULL,"2015-01-30 12:22:16",unknown,"2016-10-19 07:23:00",elissat,UPDATE
890,N3,"Amputation of fingers (excluding thumb)","Amputation fingers",N3,"N-codes moved to rei table; only kept in cause table for archival purposes",NULL,"2015-01-30 12:22:16",NULL,"2015-01-30 12:22:16",unknown,"2016-10-19 07:23:00",elissat,UPDATE
891,N30,"Foreign body in ear","Foreign body ear",N30,"N-codes moved to rei table; only kept in cause table for archival purposes",NULL,"2015-01-30 12:22:16",NULL,"2015-01-30 12:22:16",unknown,"2016-10-19 07:23:00",elissat,UPDATE
892,N31,"Foreign body in respiratory system","Foreign body resp",N31,"N-codes moved to rei table; only kept in cause table for archival purposes",NULL,"2015-01-30 12:22:16",NULL,"2015-01-30 12:22:16",unknown,"2016-10-19 07:23:00",elissat,UPDATE
893,N32,"Foreign body in GI and urogenital system","Foreign body GI urogenital",N32,"N-codes moved to rei table; only kept in cause table for archival purposes",NULL,"2015-01-30 12:22:16",NULL,"2015-01-30 12:22:16",unknown,"2016-10-19 07:23:00",elissat,UPDATE
894,N33,"Spinal cord lesion at neck level","Spinal cord lesion",N33,"N-codes moved to rei table; only kept in cause table for archival purposes",NULL,"2015-01-30 12:22:16",NULL,"2015-01-30 12:22:16",unknown,"2016-10-19 07:23:00",elissat,UPDATE
895,N34,"Spinal cord lesion below neck level","Spinal cord lesion",N34,"N-codes moved to rei table; only kept in cause table for archival purposes",NULL,"2015-01-30 12:22:16",NULL,"2015-01-30 12:22:16",unknown,"2016-10-19 07:23:00",elissat,UPDATE
896,N35,"Drowning and nonfatal submersion",Drowning,N35,"N-codes moved to rei table; only kept in cause table for archival purposes",NULL,"2015-01-30 12:22:16",NULL,"2015-01-30 12:22:16",unknown,"2016-10-19 07:23:00",elissat,UPDATE
897,N36,Asphyxiation,Asphyxiation,N36,"N-codes moved to rei table; only kept in cause table for archival purposes",NULL,"2015-01-30 12:22:16",NULL,"2015-01-30 12:22:16",unknown,"2016-10-19 07:23:00",elissat,UPDATE
898,N37,"Crush injury","Crush injury",N37,"N-codes moved to rei table; only kept in cause table for archival purposes",NULL,"2015-01-30 12:22:16",NULL,"2015-01-30 12:22:16",unknown,"2016-10-19 07:23:00",elissat,UPDATE
899,N38,"Nerve injury","Nerve injury",N38,"N-codes moved to rei table; only kept in cause table for archival purposes",NULL,"2015-01-30 12:22:16",NULL,"2015-01-30 12:22:16",unknown,"2016-10-19 07:23:00",elissat,UPDATE
900,N39,"Injury to eyes","Injury eyes",N39,"N-codes moved to rei table; only kept in cause table for archival purposes",NULL,"2015-01-30 12:22:16",NULL,"2015-01-30 12:22:16",unknown,"2016-10-19 07:23:00",elissat,UPDATE
901,N4,"Amputation of lower limb, unilateral","Amputation lower limb",N4,"N-codes moved to rei table; only kept in cause table for archival purposes",NULL,"2015-01-30 12:22:16",NULL,"2015-01-30 12:22:16",unknown,"2016-10-19 07:23:00",elissat,UPDATE
902,N40,"Open wound(s)","Open wounds",N40,"N-codes moved to rei table; only kept in cause table for archival purposes",NULL,"2015-01-30 12:22:16",NULL,"2015-01-30 12:22:16",unknown,"2016-10-19 07:23:00",elissat,UPDATE
903,N41,"Poisoning requiring urgent care","Poisoning urgent care",N41,"N-codes moved to rei table; only kept in cause table for archival purposes",NULL,"2015-01-30 12:22:16",NULL,"2015-01-30 12:22:16",unknown,"2016-10-19 07:23:00",elissat,UPDATE
904,N42,"Severe chest Injury","Severe chest Injury",N42,"N-codes moved to rei table; only kept in cause table for archival purposes",NULL,"2015-01-30 12:22:16",NULL,"2015-01-30 12:22:16",unknown,"2016-10-19 07:23:00",elissat,UPDATE
